title,date,summary
Worth the visit,"Reviewed July 1, 2012 ","We visted and paid for the Nou Camp experiance. If you are a football fan then it is worth it just to be there. Not too expensive. We had the audio tour , but my audio system battery died after about five minutes, howevere my...More"
A must see Barca Attraction,"Reviewed July 1, 2012 ","Don't miss this when you are in Barcelona, you get to stand on the pitch, see the commentators box and the museum was truly a great experience"
Great Barca Experience,"Reviewed June 30, 2012 ","You'll see the commentators box, the pitch and a seat on every level in between. Hundreds of trophies line the museum entrance and just round the corner they even focus on the non- football sports teams Barcelona has. You can clearly see how proud the...More"
A must for football fans,"Reviewed June 29, 2012 ",The museum is a must!! A great ethos of a great club.
great experience,"Reviewed June 28, 2012 ",All soccer fans should check this out when in Barca
Great fun,"Reviewed June 28, 2012 ","My daughter and her friend thoroughly enjoyed our visit to Camp Nou. Great display of trophies and artifacts, but they enjoyed the upstairs museum of great plays and videos the most."
Great experience,"Reviewed June 28, 2012 ",Went on the Nou Camp experience which we purchased off Viator.com for £32 for 2 tickets. We went on a Monday morning and was very busy - and getting busier as we were leaving! The trip lasted around 2 hours. The Official store is very...More
Experience Nou Camp.... Just amazing !,"Reviewed June 27, 2012 ","The tour is 'Experience Nou Camp' and the tour name is just right. Spare at least 1hr 30 mins for 2 hrs to visit this. 
Tickets : - tickets are available at the counter. Entry tickets do not include audio guide. Be sure you carry...More"
Loved it!,"Reviewed June 27, 2012 ","I'm not a big fan, but I really loved the tour. It takes you to all the areas of the camp, even the normally inaccessible ones. It's also filled with a lot of info about the sport. The entrance fee is quite pricey but overall,...More"
Something special for footie fans,"Reviewed June 26, 2012 ","The Barca experience is well planned and set out, starting with an insight into the history and achievements of the club and progressing to the changing rooms, chapel, stands, pitchside, press and VIP seats. Quite expensive at over 20 euro"
Goooooooooal!!,"Reviewed June 25, 2012 ","Decided to go to a match on the day (vs Getafe in la liga) - although the cheap tickets had all sold out online, we thought we'd just get some at the gate... big mistake, as there were about 2000 other people doing the same...More"
Football is a must in BCN!,"Reviewed June 25, 2012 ",Camp Nou is an absolute passing the city of football. Amazing atmosphere when Barcelona's team start joggling with their feet!
worth the visit,"Reviewed June 25, 2012 ","We took a long stroll over to the nou camp and although it sounds expensive at 22 euros each entry, we found it worth every penny, there was alot to see and experience, there are organised tours or as we did, you can just go...More"
Grand and impressive!,"Reviewed June 24, 2012 ","A must-visit for every football fan. The stadium had a sort of 'old' yet quaint look, and the colours of the stands made it look nice. The official store had a wide range of merchandise and was amazing. I visited the San Bernabeu (Real Madrid)...More"
football fans dream,"Reviewed June 24, 2012 ","what a lovely stadium,it was amazing.so easy to find aswell."
Promised Land for us Barca faithful,"Reviewed June 24, 2012 ","If you are a Barcelona fan, then you cannot miss this shrine which has been witness to some of the greatest accomplishments in any club soccer history. The tours let you see all the exhibits chronicling the history of the club and the great stadium...More"
Amazing to catch a game live,"Reviewed June 23, 2012 ","Coming from the States I've been to a lot of beautiful stadiums.  Nou Camp wasn't impressive to me, except for the sheer size of the crowd.  Other than that, I'd expect more technology from a 21st century pitch."
Soccer fan's dream,"Reviewed June 23, 2012 ",It was an awesome place and it was great to see all parts of the stadium and club. I love how loyal people are to the club. It was my husband's dream come true!
Outstanding if you are a football lover,"Reviewed June 23, 2012 ","What a great stadium the place just bustles  with football fans from around the world its like a pilgrimage 
The trophy room the changing rooms the atmosphere is great
walking up the stairs in the tunnel to go on to the pitch would be like...More"
Must Visit,"Reviewed June 23, 2012 ","For a fan of football, never mind a Barca fan, the tour of the Nou Camp was tremendous. The museum is full of history for all their teams, including Basketball and handball,

You really have to go and see this place. We managed to get...More"
Worth a visit,"Reviewed June 23, 2012 ",Good experience and feeling! Visit early to avoid the queues.
A must for football fans,"Reviewed June 22, 2012 ","A massive stadium, tour shows a 3D match, tour of seating and press area and down to the edge of the pitch and of course trophy room and shop, not too expensive either."
Very good!,"Reviewed June 22, 2012 ","I dont like football but even I enjoyed the behind the scenes treatment we got! :) it was fab seeing everything the footballers see. We got to go in the press box, the interview rooms, the VIP lounge, the ground and pitch, the run up...More"
A must for any child into football,"Reviewed June 21, 2012 ",great place to visit but could be better sign-posted.  my son really enjoyed his visit. prices were a bit steep but staff were very friendly
i expected more from Camp Nou,"Reviewed June 20, 2012 ","Having seen Real Madrid's Santiago Bernabéu, i was expecting more from Camp Nou but it didnt happen. looking at trophy and achievement in the dark.

Was most looking forward to the seeing the actual stadium but the side open to public is not even the...More"
An experience!,"Reviewed June 20, 2012 ",Well worth a visit to see the scale of the place but a bit expensive for the guided tour unless you're an avid fan!
FC Barca a MUST see!,"Reviewed June 20, 2012 ","If you are unable to see a game, then you have to do the Camp Nou experience, well worth it!"
If your into football then this is a treat,"Reviewed June 20, 2012 ",I'm not much of a football fan so I wasn't that interested in Nou Camp but I have to say I did enjoy my trip and the tour of the grounds
